split,video_id,calibration_status,reason,json_path,video_path
train,2024-02-20_18-23-30,failed,residual_median_px=6.778512954711914 p95=57.994301033019894 anchors=42 notes=method=white_edge_correlation we_corr=0.413 we_med=6.78 bk_med=7.66 nc_med=8.10 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/train/2024-02-20_18-23-30.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-02-20_18-23-30.mp4
train,2024-03-04_03-46-36,failed,residual_median_px=4.3802971839904785 p95=177.53280029296852 anchors=45 notes=method=white_edge_correlation we_corr=0.563 we_med=4.38 bk_med=12.34 nc_med=8.99 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/train/2024-03-04_03-46-36.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-03-04_03-46-36.mp4
train,2024-03-04_03-50-34,failed,residual_median_px=4.128413677215576 p95=100.86720962524407 anchors=50 notes=method=white_edge_correlation we_corr=0.511 we_med=4.13 bk_med=5.83 nc_med=10.02 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/train/2024-03-04_03-50-34.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-03-04_03-50-34.mp4
train,2024-03-04_04-14-36,failed,residual_median_px=4.467164993286133 p95=26.49227380752563 anchors=48 notes=method=black_key_ransac we_corr=0.470 we_med=6.03 bk_med=4.47 nc_med=10.14 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/train/2024-03-04_04-14-36.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-03-04_04-14-36.mp4
train,2024-03-04_04-32-11,failed,residual_median_px=5.905467987060547 p95=115.19780006408675 anchors=50 notes=method=white_edge_correlation we_corr=0.420 we_med=5.91 bk_med=8.39 nc_med=9.56 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/train/2024-03-04_04-32-11.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-03-04_04-32-11.mp4
train,2024-03-04_22-38-33,failed,residual_median_px=7.105468273162842 p95=101.55303039550763 anchors=29 notes=method=white_edge_correlation we_corr=0.656 we_med=7.11 bk_med=7.80 nc_med=16.69 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/train/2024-03-04_22-38-33.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-03-04_22-38-33.mp4
train,2024-03-11_22-23-29,failed,residual_median_px=6.05168342590332 p95=141.7474479675293 anchors=36 notes=method=white_edge_correlation we_corr=0.653 we_med=6.05 bk_med=11.33 nc_med=10.22 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/train/2024-03-11_22-23-29.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-03-11_22-23-29.mp4
train,2024-03-12_15-43-01,failed,residual_median_px=4.079312324523926 p95=108.23407630920406 anchors=38 notes=method=white_edge_correlation we_corr=0.573 we_med=4.08 bk_med=14.44 nc_med=11.04 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/train/2024-03-12_15-43-01.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-03-12_15-43-01.mp4
train,2024-03-13_11-32-42,failed,residual_median_px=4.9506330490112305 p95=165.71053466796863 anchors=35 notes=method=black_key_ransac we_corr=0.619 we_med=5.46 bk_med=4.95 nc_med=12.09 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/train/2024-03-13_11-32-42.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-03-13_11-32-42.mp4
train,2024-03-15_22-54-26,failed,residual_median_px=6.688160419464111 p95=28.272963523864746 anchors=36 notes=method=black_key_ransac we_corr=0.583 we_med=8.32 bk_med=6.69 nc_med=10.93 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/train/2024-03-15_22-54-26.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-03-15_22-54-26.mp4
train,2024-03-17_18-54-44,failed,residual_median_px=4.678997993469238 p95=33.4822184562683 anchors=32 notes=method=white_edge_correlation we_corr=0.526 we_med=4.68 bk_med=5.71 nc_med=12.73 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/train/2024-03-17_18-54-44.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-03-17_18-54-44.mp4
train,2024-03-26_16-33-49,failed,residual_median_px=5.055797576904297 p95=26.45761976242065 anchors=34 notes=method=white_edge_correlation we_corr=0.548 we_med=5.06 bk_med=7.14 nc_med=11.65 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/train/2024-03-26_16-33-49.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-03-26_16-33-49.mp4
train,2024-04-08_22-49-18,failed,residual_median_px=5.288928985595703 p95=28.2540283203125 anchors=29 notes=method=white_edge_correlation we_corr=0.596 we_med=5.29 bk_med=11.25 nc_med=12.76 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/train/2024-04-08_22-49-18.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-04-08_22-49-18.mp4
train,2024-04-08_23-10-23,failed,residual_median_px=10.36917495727539 p95=32.21422519683836 anchors=30 notes=method=white_edge_correlation we_corr=0.539 we_med=10.37 bk_med=12.67 nc_med=13.54 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/train/2024-04-08_23-10-23.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-04-08_23-10-23.mp4
train,2024-04-08_23-42-45,failed,residual_median_px=5.011518478393555 p95=26.875634860992424 anchors=28 notes=method=white_edge_correlation we_corr=0.560 we_med=5.01 bk_med=9.02 nc_med=11.92 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/train/2024-04-08_23-42-45.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-04-08_23-42-45.mp4
train,2024-04-09_03-42-36,failed,residual_median_px=4.519326210021973 p95=26.30846395492552 anchors=30 notes=method=white_edge_correlation we_corr=0.550 we_med=4.52 bk_med=12.73 nc_med=12.43 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/train/2024-04-09_03-42-36.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-04-09_03-42-36.mp4
train,2024-04-09_04-09-27,failed,residual_median_px=8.891115188598633 p95=170.8706481933592 anchors=29 notes=method=black_key_ransac we_corr=0.521 we_med=10.38 bk_med=8.89 nc_med=13.43 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/train/2024-04-09_04-09-27.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-04-09_04-09-27.mp4
train,2024-09-02_13-19-32,failed,residual_median_px=4.524260520935059 p95=73.12675476074219 anchors=51 notes=method=white_edge_correlation we_corr=0.540 we_med=4.52 bk_med=8.52 nc_med=7.05 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/train/2024-09-02_13-19-32.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-09-02_13-19-32.mp4
train,2024-09-02_18-29-40,failed,residual_median_px=5.097382068634033 p95=177.72290344238277 anchors=53 notes=method=white_edge_correlation we_corr=0.575 we_med=5.10 bk_med=5.45 nc_med=7.16 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/train/2024-09-02_18-29-40.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-09-02_18-29-40.mp4
train,2024-09-02_20-50-18,failed,residual_median_px=4.35305643081665 p95=101.51762542724605 anchors=53 notes=method=white_edge_correlation we_corr=0.578 we_med=4.35 bk_med=5.21 nc_med=6.73 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/train/2024-09-02_20-50-18.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-09-02_20-50-18.mp4
train,2024-09-02_23-49-01,failed,residual_median_px=4.041278839111328 p95=78.22049465179438 anchors=48 notes=method=white_edge_correlation we_corr=0.599 we_med=4.04 bk_med=4.08 nc_med=7.68 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/train/2024-09-02_23-49-01.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-09-02_23-49-01.mp4
valid,2024-02-15_20-07-54,failed,residual_median_px=4.08721399307251 p95=188.47599411010742 anchors=46 notes=method=white_edge_correlation we_corr=0.569 we_med=4.09 bk_med=7.30 nc_med=8.23 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/valid/2024-02-15_20-07-54.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-02-15_20-07-54.mp4
valid,2024-02-15_20-38-23,failed,residual_median_px=4.2699761390686035 p95=194.36676025390625 anchors=41 notes=method=white_edge_correlation we_corr=0.618 we_med=4.27 bk_med=9.53 nc_med=8.00 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/valid/2024-02-15_20-38-23.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-02-15_20-38-23.mp4
valid,2024-02-15_21-33-36,failed,residual_median_px=4.142411231994629 p95=190.440103149414 anchors=45 notes=method=white_edge_correlation we_corr=0.594 we_med=4.14 bk_med=9.07 nc_med=8.51 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/valid/2024-02-15_21-33-36.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-02-15_21-33-36.mp4
valid,2024-03-13_11-54-57,failed,residual_median_px=9.427377700805664 p95=135.13010826110832 anchors=34 notes=method=white_edge_correlation we_corr=0.608 we_med=9.43 bk_med=9.44 nc_med=9.96 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/valid/2024-03-13_11-54-57.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-03-13_11-54-57.mp4
valid,2024-09-02_15-05-42,failed,residual_median_px=4.127099990844727 p95=70.23766784667964 anchors=53 notes=method=white_edge_correlation we_corr=0.616 we_med=4.13 bk_med=5.39 nc_med=7.52 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/valid/2024-09-02_15-05-42.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-09-02_15-05-42.mp4
valid,2024-09-02_15-26-39,failed,residual_median_px=4.581622123718262 p95=47.30915603637686 anchors=50 notes=method=white_edge_correlation we_corr=0.591 we_med=4.58 bk_med=4.96 nc_med=6.48 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/valid/2024-09-02_15-26-39.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-09-02_15-26-39.mp4
valid,2024-09-02_19-40-55,failed,residual_median_px=4.599510192871094 p95=96.15234985351559 anchors=53 notes=method=white_edge_correlation we_corr=0.599 we_med=4.60 bk_med=5.18 nc_med=8.33 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/valid/2024-09-02_19-40-55.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-09-02_19-40-55.mp4
valid,2024-09-02_23-22-31,failed,residual_median_px=4.404880523681641 p95=71.38212280273423 anchors=52 notes=method=white_edge_correlation we_corr=0.571 we_med=4.40 bk_med=5.57 nc_med=7.17 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/valid/2024-09-02_23-22-31.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-09-02_23-22-31.mp4
test,2024-02-14_19-55-17,failed,residual_median_px=4.550109386444092 p95=185.77323150634754 anchors=43 notes=method=white_edge_correlation we_corr=0.542 we_med=4.55 bk_med=10.32 nc_med=9.40 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/test/2024-02-14_19-55-17.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-02-14_19-55-17.mp4
test,2024-02-14_20-10-08,failed,residual_median_px=4.5030083656311035 p95=187.93013458251946 anchors=47 notes=method=white_edge_correlation we_corr=0.586 we_med=4.50 bk_med=9.83 nc_med=8.62 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/test/2024-02-14_20-10-08.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-02-14_20-10-08.mp4
test,2024-02-15_20-17-26,failed,residual_median_px=4.043463706970215 p95=190.1376403808593 anchors=45 notes=method=white_edge_correlation we_corr=0.561 we_med=4.04 bk_med=8.52 nc_med=8.91 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/test/2024-02-15_20-17-26.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-02-15_20-17-26.mp4
test,2024-09-02_14-10-41,failed,residual_median_px=4.298797130584717 p95=70.639574432373 anchors=53 notes=method=white_edge_correlation we_corr=0.579 we_med=4.30 bk_med=10.94 nc_med=7.82 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/test/2024-09-02_14-10-41.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-09-02_14-10-41.mp4
test,2024-09-02_21-04-45,failed,residual_median_px=4.420280456542969 p95=70.58086929321284 anchors=53 notes=method=white_edge_correlation we_corr=0.627 we_med=4.42 bk_med=11.00 nc_med=7.58 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/test/2024-09-02_21-04-45.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-09-02_21-04-45.mp4
test,2024-09-03_00-44-45,failed,residual_median_px=4.243908882141113 p95=98.97085571289058 anchors=53 notes=method=white_edge_correlation we_corr=0.588 we_med=4.24 bk_med=5.66 nc_med=7.31 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/test/2024-09-03_00-44-45.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-09-03_00-44-45.mp4
